Time,X,Y
0.0,0.0,0.008350922941733764
0.020512820512820513,0.30363775574522645,0.5378873454051415
0.041025641025641026,0.4551606507672981,0.7929808104771644
0.06153846153846154,0.5573797911633596,0.9288624931757137
0.08205128205128205,0.6349623614919905,1.0445681696966083
0.10256410256410256,0.6977962552308462,1.1777958509360353
0.12307692307692308,0.7508535078766032,1.258883574048118
0.14358974358974358,0.7969911000621404,1.2820453230464743
0.1641025641025641,0.8380035163021842,1.3619874713078766
0.18461538461538463,0.8750921522711026,1.4191101709515619
0.20512820512820512,0.9091006501392817,1.4580220968455757
0.22564102564102564,0.9406433218995218,1.4715241497981622
0.24615384615384617,0.9701797566286254,1.507834762080286
0.26666666666666666,0.9980601435495058,1.5466666135025207
0.28717948717948716,1.024553580009364,1.6039866834585108
0.3076923076923077,1.0498659623728832,1.567235818384207
0.3282051282051282,1.0741513623203558,1.5466902936600542
0.3487179487179487,1.0975195932931938,1.520313603402867
0.36923076923076925,1.1200421691164466,1.6134580518075752
0.38974358974358975,1.1417583845717494,1.55555763014513
0.41025641025641024,1.1626823472676502,1.5331603201712334
0.4307692307692308,1.182810672744333,1.541965939345703
0.4512820512820513,1.2021298983041901,1.4910642963565826
0.4717948717948718,1.2206227529763216,1.438822961375663
0.49230769230769234,1.238272884900107,1.4628832525194497
0.5128205128205128,1.2550680559977527,1.4364039911698852
0.5333333333333333,1.2710020264417297,1.3714390126205833
0.5538461538461539,1.2860754150072007,1.39082303564716
0.5743589743589743,1.3002958093709622,1.3453711860455215
0.5948717948717949,1.3136773620769306,1.3074039747478208
0.6153846153846154,1.3262400634473968,1.285432197817919
0.6358974358974359,1.3380088390519929,1.2270440557097841
0.6564102564102564,1.3490125821965704,1.2128807314276069
0.676923076923077,1.3592831985896394,1.1316070262266849
0.6974358974358974,1.368854713929726,1.069823416307449
0.717948717948718,1.3777624748219015,1.0555444620301104
0.7384615384615385,1.386042457499344,0.9987972703530399
0.7589743589743589,1.393730687867021,0.9627913150463432
0.7794871794871795,1.4008627689749904,0.9115332615043102
0.8,1.407473507343244,0.8592622294344633
